show_id,type,title,director.1,director.2,director.3,Column1,cast.1,cast.2,cast.3,cast.4,cast.5,cast.6,cast.7,cast.8,cast.9,cast.10,cast.11,cast.12,cast.13,cast.14,cast.15,cast.16,cast.17,cast.18,cast.19,cast.20,cast.21,cast.22,cast.23,cast.24,cast.25,cast.26,cast.27,cast.28,cast.29,cast.30,cast.31,cast.32,cast.33,cast.34,cast.35,cast.36,Length,country,date_added,release_year,rating,duration,listed_in.1,listed_in.2,listed_in.3
s7480,Movie,Molly's Game,Aaron Sorkin,,,,Jessica Chastain, Idris Elba, Kevin Costner, Michael Cera, Jeremy Strong, Chris O'Dowd, J.C. MacKenzie, Brian d'Arcy James, Bill Camp, Graham Greene, Justin Kirk, Brian d’Arcy James,,,,,,,,,,,,,,,,,,,,,,,,,181,"China, Canada, United States",2020-04-01,2017,R,141 min,Dramas,,
s872,Movie,Sardar Ka Grandson,Kaashvie Nair,,,,Arjun Kapoor, Neena Gupta, Rakul Preet Singh, Kumud Mishra, Aditi Rao Hydari, John Abraham, Kanwaljeet Singh, Soni Razdan, Masood Akhtar, Divya Seth, Ravjeet Singh, Akashdeep Sabir,,,,,,,,,,,,,,,,,,,,,,,,,180,India,2021-05-18,2021,TV-14,140 min,Comedies, Dramas, International Movies
s1111,Movie,Madame Claude,Sylvie Verheyde,,,,Karole Rocher, Garance Marillier, Roschdy Zem, Pierre Deladonchamps, Liah O'Prey, Paul Hamy, Mylène Jampanoï, Hafsia Herzi, Regina Anikiy, Annabelle Belmondo, Joséphine de La Baume,,,,,,,,,,,,,,,,,,,,,,,,,,180,France,2021-04-02,2021,TV-MA,113 min,Dramas, International Movies,
s1359,Movie,Shutter Island,Martin Scorsese,,,,Leonardo DiCaprio, Mark Ruffalo, Ben Kingsley, Max von Sydow, Michelle Williams, Emily Mortimer, Patricia Clarkson, Jackie Earle Haley, Ted Levine, John Carroll Lynch, Elias Koteas,,,,,,,,,,,,,,,,,,,,,,,,,,180,United States,2021-02-01,2010,R,139 min,Thrillers,,
s2380,Movie,An Evening with Beverly Luff Linn,Jim Hosking,,,,Aubrey Plaza, Emile Hirsch, Jemaine Clement, Craig Robinson, Matt Berry, Zach Cherry, Maria Bamford, Michael D. Cohen, Sky Elobar, Jacob Wysocki, John Kerry, Bettina Devin, Gil Gex,,,,,,,,,,,,,,,,,,,,,,,,180,"United Kingdom, United States",2020-06-17,2018,R,108 min,Comedies, Independent Movies,
s2781,Movie,Curtiz,Tamas Yvan Topolanszky,,,,Ferenc Lengyel, Evelin Dobos, Declan Hannigan, Scott Alexander Young, József Gyabronka, Nikolett Barabas, Yan Feldman, Rafael Feldman, Christopher Krieg, Andrew Hefler, Lili Bordán,,,,,,,,,,,,,,,,,,,,,,,,,,180,Hungary,2020-03-25,2018,TV-MA,99 min,Dramas, International Movies,
s2971,Movie,37 Seconds,Hikari,,,,Mei Kayama, Misuzu Kanno, Shunsuke Daitoh, Makiko Watanabe, Yoshihiko Kumashino, Minori Hagiwara, Shohei Uno, Yuka Itaya, Kiyohiko Shibukawa, Eita Okuno, Haruka Imou, Toshinori Omi,,,,,,,,,,,,,,,,,,,,,,,,,180,Japan,2020-01-31,2020,TV-MA,116 min,Dramas, International Movies,
s3015,Movie,Deadcon,Caryn Waechter,,,,Lauren Elizabeth, Claudia Sulewski, Keith Machekanyanga, Mimi Gianopulos, Lukas Gage, Carl Gilliard, Caeli, Mark Dohner, Jessie Paege, Richard Kohnke, Dominic Burgess, Judah Mackey,,,,,,,,,,,,,,,,,,,,,,,,,180,United States,2020-01-16,2019,TV-14,78 min,Horror Movies,,
s3063,Movie,Jimmy Neutron: Boy Genius,John A. Davis,,,,Debi Derryberry, Jeffrey Garcia, Rob Paulsen, Megan Cavanagh, Mark DeCarlo, Carolyn Lawrence, Andrea Martin, Candi Milo, Crystal Scales, Martin Short, Patrick Stewart, Jim Cummings,,,,,,,,,,,,,,,,,,,,,,,,,180,"United States, Spain",2020-01-01,2001,G,83 min,Children & Family Movies, Comedies, Sci-Fi & Fantasy
s3125,Movie,"Sincerely Yours, Dhaka",Nuhash Humayun, Syed Ahmed Shawki, Rahat Rahman,,Mostafizur Noor Imran, Orchita Sporshia, Allen Shubhro, Shamol Mawla, Sarder Saniat Hossain, Manoj Kumar Pramanik, Trapa Majumder, Intekhab Dinar, Iresh Zaker, Lutfur Rahman George,,,,,,,,,,,,,,,,,,,,,,,,,,,180,Bangladesh,2019-12-16,2018,TV-MA,136 min,Comedies, Dramas, Independent Movies
s3327,Movie,A Remarkable Tale,Marina Seresesky,,,,Carmen Machi, Pepón Nieto, Kiti Mánver, Jon Kortajarena, Jimmy Castro, Ricardo Nkosi, Montse Pla, Malcolm Treviño-Sitté, Pepa Charro, Esperanza Elipe, Mariana Cordero, Txema Blasco,,,,,,,,,,,,,,,,,,,,,,,,,180,Spain,2019-11-01,2019,TV-MA,94 min,Comedies, International Movies,
s3548,Movie,Back to School,Rémy Four, Julien War,,,Ludovik, Jérôme Niel, Nicolas Berno, Johann Dionnet, Caroline Anglade, Joséphine Draï, Pauline Deshons, Marc Riso, Romain Lancry, Nicolas Lumbreras, Claire Tran, Pitcho Womba Konga,,,,,,,,,,,,,,,,,,,,,,,,,180,,2019-08-30,2019,TV-MA,84 min,Comedies, International Movies,
s3820,Movie,Jonaki,Aditya Vikram Sengupta,,,,Lolita Chatterjee, Sumanto Chattopadhyay, Ratnabali Bhattacharjee, Jim Sarbh, Indrajit Sinha, Sandershika Tamang, Arunima Sinha, Satya Priya Chakraborty, Christel Das, Burjor Patel,,,,,,,,,,,,,,,,,,,,,,,,,,,180,India,2019-05-16,2018,TV-MA,96 min,Dramas, Independent Movies, International Movies
s4125,Movie,The Tree of Blood,Julio Medem,,,,Úrsula Corberó, Álvaro Cervantes, Najwa Nimri, Patricia López Arnaiz, Daniel Grao, Joaquín Furriel, Maria Molins, Emilio Gutiérrez Caba, Luisa Gavasa, José María Pou, Ángela Molina,,,,,,,,,,,,,,,,,,,,,,,,,,180,Spain,2019-02-08,2018,TV-MA,136 min,Dramas, Independent Movies, International Movies
s6803,Movie,Freshman Year,Jude Okwudiafor Johnson,,,,Diallo Thompson, Natalia Dominguez, Benjamin A. Onyango, Gregory Alan Williams, Desalene Jones, Wynton Odd, Ed Gonzalez Moreno, Natasha Dee Davis, Cameron Schaefer, Joshua Flores-Q,,,,,,,,,,,,,,,,,,,,,,,,,,,180,United States,2020-03-03,2019,TV-PG,104 min,Dramas, Faith & Spirituality,
s6892,Movie,Grand Masti,Indra Kumar,,,,Riteish Deshmukh, Vivek Oberoi, Aftab Shivdasani, Suresh Menon, Manjari Fadnis, Sonalee Kulkarni, Karishma Tanna, Kainaat Arora, Bruna Abdullah, Maryam Zakaria, Pradeep Singh Rawat,,,,,,,,,,,,,,,,,,,,,,,,,,180,India,2018-03-01,2013,TV-MA,93 min,Comedies, International Movies, Music & Musicals
s7015,Movie,How to Be a Latin Lover,Ken Marino,,,,Eugenio Derbez, Salma Hayek, Rob Lowe, Raphael Alejandro, Kristen Bell, Raquel Welch, Linda Lavin, Renée Taylor, Rob Riggle, Rob Corddry, Rob Huebel, Michael Cera, Michaela Watkins,,,,,,,,,,,,,,,,,,,,,,,,180,"Mexico, United States",2019-11-01,2017,PG-13,116 min,Comedies,,
s7045,Movie,I Don't Know How She Does It,Douglas McGrath,,,,Sarah Jessica Parker, Pierce Brosnan, Greg Kinnear, Christina Hendricks, Kelsey Grammer, Seth Meyers, Olivia Munn, Jane Curtin, Mark Blum, Busy Philipps, Sarah Shahi, Jessica Szohr,,,,,,,,,,,,,,,,,,,,,,,,,180,United States,2019-03-23,2011,PG-13,89 min,Comedies,,
s7717,Movie,Paul Blart: Mall Cop,Steve Carr,,,,Kevin James, Keir O'Donnell, Jayma Mays, Raini Rodriguez, Shirley Knight, Stephen Rannazzisi, Peter Gerety, Bobby Cannavale, Adam Ferrara, Jamal Mixon, Adhir Kalyan, Gary Valentine,,,,,,,,,,,,,,,,,,,,,,,,,180,United States,2020-11-01,2009,PG,91 min,Action & Adventure, Comedies,
s7988,Movie,Sex and the City: The Movie,Michael Patrick King,,,,Sarah Jessica Parker, Kim Cattrall, Kristin Davis, Cynthia Nixon, Chris Noth, Candice Bergen, Jennifer Hudson, David Eigenberg, Evan Handler, Jason Lewis, Mario Cantone, Lynn Cohen,,,,,,,,,,,,,,,,,,,,,,,,,180,United States,2021-01-01,2008,R,145 min,Comedies, Dramas, Romantic Movies
s8659,Movie,Under The Skin,Jonathan Glazer,,,,Scarlett Johansson, Krystof Hádek, Jeremy McWilliams, Joe Szula, Lynsey Taylor Mackay, Dougie McConnell, Kevin McAlinden, Andrew Gorman, Roy Armstrong, Alison Chand, Paul Brannigan,,,,,,,,,,,,,,,,,,,,,,,,,,180,"Switzerland, United Kingdom, United States",2018-07-15,2013,R,108 min,Dramas, Independent Movies, International Movies
s378,Movie,Bartkowiak,Daniel Markowicz,,,,Józef Paw?owski, Zofia Domalik, Szymon Bobrowski, Bart?omiej Topa, Janusz Chabior, Rafa? Zawierucha, Antoni Pawlicki, Cezary ?ukaszewicz, Danuta Stenka, Jan Frycz, Damian Majewski,,,,,,,,,,,,,,,,,,,,,,,,,,179,Poland,2021-07-28,2021,TV-MA,92 min,Action & Adventure, International Movies,
s959,Movie,Seven,Tosin Igho,,,,Efa Iwara, Richard Mofe-Damijo, Bimbo Manuel, Daddy Showkey, Patrick Diabuah, Uche Nwaefuna, Eriakha Edgar, Evaezi Ogoro, Sadiq Daba, Uzikwendu, Koffi tha guru, Orezi, Tomi Odunsi,,,,,,,,,,,,,,,,,,,,,,,,179,,2021-04-30,2019,TV-14,113 min,Dramas, International Movies,
s1102,Movie,Escape from Planet Earth,Cal Brunker,,,,Rob Corddry, Brendan Fraser, Sarah Jessica Parker, William Shatner, Jessica Alba, Jane Lynch, George Lopez, Sofía Vergara, Craig Robinson, Ricky Gervais, Steve Zahn, Chris Parnell,,,,,,,,,,,,,,,,,,,,,,,,,179,"United States, Canada",2021-04-03,2013,PG,89 min,Children & Family Movies, Comedies, Sci-Fi & Fantasy
s1285,Movie,The Conjuring 2,James Wan,,,,Patrick Wilson, Vera Farmiga, Madison Wolfe, Frances O'Connor, Lauren Esposito, Benjamin Haigh, Patrick McAuley, Simon McBurney, Maria Doyle Kennedy, Simon Delaney, Franka Potente,,,,,,,,,,,,,,,,,,,,,,,,,,179,"Canada, United States, United Kingdom",2021-02-21,2016,R,134 min,Horror Movies,,
s1704,Movie,Jingle Jangle: A Christmas Journey,David E. Talbert,,,,Forest Whitaker, Keegan-Michael Key, Hugh Bonneville, Anika Noni Rose, Madalen Mills, Phylicia Rashad, Ricky Martin, Justin Cornwell, Sharon Rose, Lisa Davina Phillip, Kieron Dyer,,,,,,,,,,,,,,,,,,,,,,,,,,179,United States,2020-11-13,2020,PG,124 min,Children & Family Movies, Music & Musicals,
s1903,Movie,All Because of You,Adrian Teh,,,,Hairul Azreen, Janna Nick, Amerul Affendi, Henley Hii, Nam Ron, Theebaan Govindasamy, Taufiq Hanafi, Hafizul Kamal, Josiah Hogan, Sophia Albarakbah, Sugeeta Chandran, Anna Jobling,,,,,,,,,,,,,,,,,,,,,,,,,179,Malaysia,2020-10-01,2020,TV-PG,102 min,Action & Adventure, Comedies, International Movies
s3439,Movie,After,Jenny Gage,,,,Josephine Langford, Hero Fiennes Tiffin, Selma Blair, Inanna Sarkis, Shane Paul McGhie, Pia Mia, Khadijha Red Thunder, Dylan Arnold, Samuel Larsen, Jennifer Beals, Peter Gallagher,,,,,,,,,,,,,,,,,,,,,,,,,,179,United States,2019-10-09,2019,PG-13,106 min,Dramas, Romantic Movies,
s5664,Movie,Sister Cities,Sean Hanish,,,,Jacki Weaver, Troian Bellisario, Stana Katic, Michelle Trachtenberg, Jess Weixler, Alfred Molina, Amy Smart, Tom Everett Scott, Kaia Gerber, Aimee Garcia, Kathy Baker, Peter Jason,,,,,,,,,,,,,,,,,,,,,,,,,179,United States,2016-12-16,2016,TV-MA,88 min,Dramas,,
s5694,Movie,For the Love of Spock,Adam Nimoy,,,,Leonard Nimoy, William Shatner, George Takei, Nichelle Nichols, Chris Pine, Zachary Quinto, Simon Pegg, Zoe Saldana, Jim Parsons, Jason Alexander, Neil deGrasse Tyson, J.J. Abrams,,,,,,,,,,,,,,,,,,,,,,,,,179,"Canada, United States",2016-12-02,2016,TV-14,112 min,Documentaries,,
s5720,Movie,True Memoirs of an International Assassin,Jeff Wadlow,,,,Kevin James, Andy Garcia, Zulay Henao, Maurice Compte, Kelen Coleman, Andrew Howard, Rob Riggle, Leonard Earl Howze, Yul Vazquez, Kim Coates, Daniel Zacapa, Ron Rifkin, Jeff Chase,,,,,,,,,,,,,,,,,,,,,,,,179,United States,2016-11-11,2016,TV-14,98 min,Action & Adventure, Comedies,
s5943,Movie,A Stoning in Fulham County,Larry Elikann,,,,Ken Olin, Jill Eikenberry, Maureen Mueller, Gregg Henry, Nicholas Pryor, Noble Willingham, Peter Michael Goetz, Ron Perlman, Theodore Bikel, Olivia Burnette, Bill Allen, Brad Pitt,,,,,,,,,,,,,,,,,,,,,,,,,179,United States,2011-10-01,1988,TV-14,95 min,Dramas,,
s6057,Movie,A Separation,Asghar Farhadi,,,,Leila Hatami, Peyman Moaadi, Shahab Hosseini, Sareh Bayat, Sarina Farhadi, Babak Karimi, Ali-Asghar Shahbazi, Shirin Yazdanbakhsh, Kimia Hosseini, Merila Zare'i, Sahabanu Zolghadr,,,,,,,,,,,,,,,,,,,,,,,,,,179,"Iran, France",2019-03-16,2011,PG-13,123 min,Dramas, International Movies,
s6459,Movie,Chernobyl Diaries,Bradley Parker,,,,Ingrid Bolsø Berdal, Dimitri Diatchenko, Olivia Taylor Dudley, Devin Kelley, Jesse McCartney, Nathan Phillips, Jonathan Sadowski, Alex Feldman, Kristof Konrad, Pasha D. Lychnikoff,,,,,,,,,,,,,,,,,,,,,,,,,,,179,United States,2018-08-01,2012,R,88 min,Horror Movies, Thrillers,
s7759,Movie,Postcards from London,Steve McLean,,,,Harris Dickinson, Jonah Hauer-King, Alessandro Cimadamore, Leonardo Salerni, Raphael Desprez, Jerome Holder, Leemore Marrett Jr., Silas Carson, Stephen Boxer, Leo Hatton, Ben Cura,,,,,,,,,,,,,,,,,,,,,,,,,,179,United Kingdom,2019-02-19,2018,TV-MA,90 min,Dramas, Independent Movies, LGBTQ Movies
s8069,Movie,Spider-Man: Into the Spider-Verse,Peter Ramsey, Rodney Rothman, Bob Persichetti,,Shameik Moore, Jake Johnson, Hailee Steinfeld, Brian Tyree Henry, Lauren Vélez, Mahershala Ali, Lily Tomlin, Kathryn Hahn, Liev Schreiber, Kimiko Glenn, Nicolas Cage, John Mulaney,,,,,,,,,,,,,,,,,,,,,,,,,179,United States,2019-06-26,2018,PG,117 min,Action & Adventure, Comedies,
s8159,Movie,Teenage Mutant Ninja Turtles,Kevin Munroe,,,,Chris Evans, Sarah Michelle Gellar, Mako Iwamatsu, Kevin Smith, Patrick Stewart, Zhang Ziyi, Laurence Fishburne, Mitchell Whitfield, James Arnold Taylor, Mikey Kelley, Nolan North,,,,,,,,,,,,,,,,,,,,,,,,,,179,"Hong Kong, United States",2019-05-01,2007,PG,87 min,Children & Family Movies, Comedies,
s8297,Movie,The Fighter,David O. Russell,,,,Mark Wahlberg, Christian Bale, Amy Adams, Melissa Leo, Jack McGee, Melissa McMeekin, Bianca Hunter, Erica McDermott, Dendrie Taylor, Jill Quigg, Kate B. O'Brien, Sugar Ray Leonard,,,,,,,,,,,,,,,,,,,,,,,,,179,United States,2019-01-13,2010,R,116 min,Dramas, Sports Movies,
s150,Movie,I Got the Hook Up,Michael Martin,,,,Master P, Anthony Johnson, Gretchen Palmer, Frantz Turner, Richard Keats, Joe Estevez, William Knight, Anthony Boswell, Tommy 'Tiny' Lister, Helen Martin, John Witherspoon, Mia X,,,,,,,,,,,,,,,,,,,,,,,,,178,United States,2021-09-01,1998,R,93 min,Action & Adventure, Comedies,
s162,Movie,Mars Attacks!,Tim Burton,,,,Jack Nicholson, Glenn Close, Annette Bening, Pierce Brosnan, Danny DeVito, Martin Short, Sarah Jessica Parker, Michael J. Fox, Rod Steiger, Tom Jones, Lukas Haas, Natalie Portman,,,,,,,,,,,,,,,,,,,,,,,,,178,United States,2021-09-01,1996,PG-13,106 min,Comedies, Cult Movies, Sci-Fi & Fantasy
s326,Movie,Beethoven,Brian Levant,,,,Charles Grodin, Bonnie Hunt, Dean Jones, Oliver Platt, Stanley Tucci, Nicholle Tom, Christopher Castile, Sarah Rose Karr, David Duchovny, Patricia Heaton, O-Lan Jones, Nancy Fish,,,,,,,,,,,,,,,,,,,,,,,,,178,United States,2021-08-01,1992,PG,87 min,Children & Family Movies, Comedies,
s769,Movie,Dancing Queens,Helena Bergström,,,,Molly Nutley, Fredrik Quiñones, Marie Göranzon, Mattias Nordkvist, Claes Malmberg, Christopher Wollter, Emil Almén, Razmus Nyström, André Christenson, Louie Indriana, Max Ulveson,,,,,,,,,,,,,,,,,,,,,,,,,,178,Sweden,2021-06-03,2021,TV-MA,111 min,Comedies, Dramas, International Movies
s1047,Movie,Only Mine,Michael Civille,,,,Amber Midthunder, Brett Zimmerman, Chris Browning, Walter Fauntleroy, Claudia Ferri, Lorenzo James Henrie, Ellen Wroe, Ashley Holliday Tavares, Nancy Linehan Charles, Jonna Walsh,,,,,,,,,,,,,,,,,,,,,,,,,,,178,United States,2021-04-15,2019,TV-14,88 min,Thrillers,,
s1312,Movie,Namaste Wahala,Hamisha Daryani Ahuja,,,,Ini Dima-Okojie, Ruslaan Mumtaz, Richard Mofe-Damijo, Joke Silva, Sujata Sehgal, Koye Kekere Ekun, Hamisha Daryani Ahuja, Anee Icha, Ibrahim Suleiman, Osas Ighodaro, Broda Shaggi,,,,,,,,,,,,,,,,,,,,,,,,,,178,Nigeria,2021-02-14,2021,TV-14,107 min,Comedies, Dramas, International Movies
s1345,Movie,The Last Paradiso,Rocco Ricciardulli,,,,Riccardo Scamarcio, Gaia Bermani Amaral, Valentina Cervi, Antonio Gerardi, Federica Torchetti, Anna Maria de Luca, Lucia Zotti, Nicoletta Carbonara, Donato Placido, Mimmo Mignemi,,,,,,,,,,,,,,,,,,,,,,,,,,,178,Italy,2021-02-05,2020,TV-MA,107 min,Dramas, International Movies, Romantic Movies
s1583,Movie,Triple 9,John Hillcoat,,,,Casey Affleck, Chiwetel Ejiofor, Anthony Mackie, Aaron Paul, Clifton Collins Jr., Norman Reedus, Woody Harrelson, Kate Winslet, Teresa Palmer, Michael Kenneth Williams, Gal Gadot,,,,,,,,,,,,,,,,,,,,,,,,,,178,United States,2020-12-08,2016,R,115 min,Dramas, Thrillers,
s1737,Movie,Operation Christmas Drop,Martin Wood,,,,Kat Graham, Alexander Ludwig, Virginia Madsen, Janet Kidder, Jeff Joseph, Bethany Brown, Trezzo Mahoro, Rohan Campbell, Aliza Vellani, Aaron Douglas, Xavier de Guzman, Bruce Best,,,,,,,,,,,,,,,,,,,,,,,,,178,United States,2020-11-05,2020,TV-G,96 min,Children & Family Movies, Comedies, Romantic Movies
s1888,Movie,"Best Wishes, Warmest Regards: A Schitt's Creek Farewell",Amy Segal,,,,Daniel Levy, Eugene Levy, Catherine O'Hara, Annie Murphy, Chris Elliott, Emily Hampshire, Sarah Levy, Jennifer Robertson, Noah Reid, Dustin Milligan, Karen Robinson, Rizwan Manji,,,,,,,,,,,,,,,,,,,,,,,,,178,Canada,2020-10-03,2020,TV-MA,44 min,Documentaries, LGBTQ Movies,
