Id,Label,0,Degree,modularity_class,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality
Kainaat Arora,Kainaat Arora,cast,4,0,22,0.123226,0.135157,0.000066
Jaggi Singh,Jaggi Singh,cast,3,0,24,0.103004,0.110052,0
Helios,Helios,movie,10,0,21,0.116461,0.123817,0.000124
Leung Lok Man,Leung Lok Man,director,9,0,21,0.11646,0.123801,0.000124
Luk Kim-ching,Luk Kim-ching,director,9,0,21,0.11646,0.123801,0.000124
Jacky Cheung,Jacky Cheung,cast,3,0,22,0.104313,0.109389,0
Wang Xueqi,Wang Xueqi,cast,3,0,22,0.104313,0.109389,0
Janice Man,Janice Man,cast,3,0,22,0.104313,0.109389,0
Ji Jin-hee,Ji Jin-hee,cast,3,0,22,0.104313,0.109389,0
Choi Si-won,Choi Si-won,cast,3,0,22,0.104313,0.109389,0
Line Walker,Line Walker,movie,12,0,22,0.115428,0.122817,0.000221
Jazz Boon,Jazz Boon,director,12,0,22,0.115428,0.122817,0.000221
Charmaine Sheh,Charmaine Sheh,cast,2,0,23,0.103484,0.108523,0
Hui Shiu Hung,Hui Shiu Hung,cast,2,0,23,0.103484,0.108523,0
Zhang Huiwen,Zhang Huiwen,cast,2,0,23,0.103484,0.108523,0
Cheng Taishen,Cheng Taishen,cast,2,0,23,0.103484,0.108523,0
Moses Chan,Moses Chan,cast,2,0,23,0.103484,0.108523,0
Louis Cheung,Louis Cheung,cast,4,0,21,0.121634,0.129662,0.000079
Look for a Star,Look for a Star,movie,12,0,20,0.129479,0.139249,0.000017
Zhang Hanyu,Zhang Hanyu,cast,7,0,20,0.128501,0.138229,0.001332
Denise Ho,Denise Ho,cast,2,0,20,0.127952,0.137088,0
Dominic Lam,Dominic Lam,cast,2,0,20,0.127952,0.137088,0
Xinyi Zhang,Xinyi Zhang,cast,2,0,20,0.127952,0.137088,0
David Chiang,David Chiang,cast,2,0,20,0.127952,0.137088,0
George Lam,George Lam,cast,2,0,20,0.127952,0.137088,0
Rebecca Pan,Rebecca Pan,cast,2,0,20,0.127952,0.137088,0
Maria Cordero,Maria Cordero,cast,2,0,20,0.127952,0.137088,0
Once a Gangster,Once a Gangster,movie,8,0,23,0.107518,0.113316,0.000067
Felix Chong,Felix Chong,director,8,0,23,0.107518,0.113316,0.000067
Alex Fong,Alex Fong,cast,4,0,22,0.118823,0.126419,0.000137
On-on Yu,On-on Yu,cast,2,0,24,0.097081,0.101179,0
Wilfred Lau,Wilfred Lau,cast,5,0,22,0.107283,0.113395,0.000035
Conroy Chan,Conroy Chan,cast,2,0,24,0.097081,0.101179,0
Power Paandi,Power Paandi,movie,7,0,21,0.111852,0.11958,0.00002
Rajkiran,Rajkiran,cast,2,0,21,0.110508,0.11682,0
Prasanna,Prasanna,cast,6,0,21,0.111927,0.118938,0.000966
Chaya Singh,Chaya Singh,cast,2,0,21,0.110508,0.11682,0
Revathy,Revathy,cast,6,0,21,0.118529,0.129113,0.000077
Madonna Sebastian,Madonna Sebastian,cast,2,0,21,0.110508,0.11682,0
Vidyullekha Raman,Vidyullekha Raman,cast,2,0,21,0.110508,0.11682,0
SDU: Sex Duties Unit,SDU: Sex Duties Unit,movie,5,0,22,0.111678,0.117685,0.000012
Gary Mak,Gary Mak,director,5,0,22,0.111678,0.117685,0.000012
Set Off,Set Off,movie,7,0,22,0.110751,0.116416,0.000127
Liu Jiang,Liu Jiang,director,7,0,22,0.110751,0.116416,0.000127
Wenpei Ju,Wenpei Ju,cast,2,0,23,0.099709,0.103771,0
Liu Hua,Liu Hua,cast,2,0,23,0.099709,0.103771,0
Qianyuan Wang,Qianyuan Wang,cast,2,0,23,0.099709,0.103771,0
Ren Zhengbin,Ren Zhengbin,cast,2,0,23,0.099709,0.103771,0
He Jiang,He Jiang,cast,2,0,23,0.099709,0.103771,0
A Christmas Prince: The Royal Wedding,A Christmas Prince: The Royal Wedding,movie,15,0,20,0.137841,0.14755,0.000284
Simon Dutton,Simon Dutton,cast,2,0,20,0.124619,0.132394,0
Angela's Christmas,Angela's Christmas,movie,10,0,19,0.13021,0.138783,0.000012
Malachy McCourt,Malachy McCourt,cast,2,0,20,0.126492,0.134123,0
Vivian Drew,Vivian Drew,cast,2,0,20,0.126492,0.134123,0
Brian Gleeson,Brian Gleeson,cast,2,0,20,0.126492,0.134123,0
El club de los insomnes,El club de los insomnes,movie,14,0,21,0.118042,0.125176,0.000202
Joseduardo Giordano,Joseduardo Giordano,director,13,0,21,0.118042,0.12516,0.000202
Sergio Goyri Jr.,Sergio Goyri Jr.,director,13,0,21,0.118042,0.12516,0.000202
Leonardo Ortizgris,Leonardo Ortizgris,cast,3,0,22,0.105581,0.110495,0
Alejandra Ambrosi,Alejandra Ambrosi,cast,3,0,22,0.105581,0.110495,0
Alexandra De La Mora,Alexandra De La Mora,cast,3,0,22,0.105581,0.110495,0
Mónica Dionne,Mónica Dionne,cast,5,0,20,0.130553,0.139212,0.000582
Sergio Goyri,Sergio Goyri,cast,3,0,22,0.105581,0.110495,0
Humberto Busto,Humberto Busto,cast,8,0,22,0.105706,0.110985,0.000007
Marco Méndez,Marco Méndez,cast,3,0,22,0.105581,0.110495,0
Alejandra Urdiaín,Alejandra Urdiaín,cast,3,0,22,0.105581,0.110495,0
Khristian Clausen,Khristian Clausen,cast,3,0,22,0.105581,0.110495,0
Fernando Luján,Fernando Luján,cast,3,0,22,0.105581,0.110495,0
Happy as Lazzaro,Happy as Lazzaro,movie,11,0,21,0.125544,0.133604,0.000219
Alice Rohrwacher,Alice Rohrwacher,director,11,0,21,0.125544,0.133604,0.000219
Adriano Tardiolo,Adriano Tardiolo,cast,2,0,22,0.111542,0.117037,0
Agnese Graziani,Agnese Graziani,cast,2,0,22,0.111542,0.117037,0
Alba Rohrwacher,Alba Rohrwacher,cast,2,0,22,0.111542,0.117037,0
Luca Chikovani,Luca Chikovani,cast,2,0,22,0.111542,0.117037,0
Natalino Balasso,Natalino Balasso,cast,2,0,22,0.111542,0.117037,0
Carlo Tarmati,Carlo Tarmati,cast,2,0,22,0.111542,0.117037,0
Pasqualina Scuncia,Pasqualina Scuncia,cast,2,0,22,0.111542,0.117037,0
Nicoletta Braschi,Nicoletta Braschi,cast,2,0,22,0.111542,0.117037,0
Manto,Manto,movie,4,0,21,0.123693,0.136402,0.000013
Rajma Chawal,Rajma Chawal,movie,13,0,20,0.140956,0.156012,0.000286
Anirudh Tanwar,Anirudh Tanwar,cast,2,0,20,0.13583,0.147253,0
Jitendra Shastri,Jitendra Shastri,cast,2,0,20,0.13583,0.147253,0
Harish Khanna,Harish Khanna,cast,4,0,20,0.136227,0.148047,0.000262
The World Is Yours,The World Is Yours,movie,6,0,19,0.109753,0.115248,0.000187
Romain Gavras,Romain Gavras,director,6,0,19,0.109753,0.115248,0.000187
Isabelle Adjani,Isabelle Adjani,cast,2,0,20,0.0989,0.102831,0
François Damiens,François Damiens,cast,4,0,18,0.12008,0.126956,0.000247
Vincent Cassel,Vincent Cassel,cast,2,0,20,0.0989,0.102831,0
Oulaya Amamra,Oulaya Amamra,cast,4,0,20,0.098934,0.102977,0.00022
Time Share,Time Share,movie,8,0,21,0.125876,0.133915,0.000222
Sebastián Hofmann,Sebastián Hofmann,director,8,0,21,0.125876,0.133915,0.000222
Miguel Rodarte,Miguel Rodarte,cast,6,0,20,0.131122,0.139847,0.000356
R.J. Mitte,R.J. Mitte,cast,2,0,22,0.111804,0.117248,0
Montserrat Marañon,Montserrat Marañon,cast,2,0,22,0.111804,0.117248,0
Emiliano Rodríguez,Emiliano Rodríguez,cast,2,0,22,0.111804,0.117248,0
My Little Pony Friendship Is Magic: Best Gift Ever,My Little Pony Friendship Is Magic: Best Gift Ever,movie,10,0,21,0.128923,0.139566,0.000077
Denny Lu,Denny Lu,director,9,0,21,0.128922,0.13955,0.000077
Mike Myhre,Mike Myhre,director,9,0,21,0.128922,0.13955,0.000077
Ashleigh Ball,Ashleigh Ball,cast,16,0,20,0.125418,0.13429,0.000106
Cathy Weseluck,Cathy Weseluck,cast,14,0,20,0.13222,0.143165,0.000152
Tabitha St. Germain,Tabitha St. Germain,cast,16,0,20,0.125427,0.134317,0.000109
John de Lancie,John de Lancie,cast,3,0,22,0.114201,0.121268,0
The Christmas Chronicles,The Christmas Chronicles,movie,8,0,19,0.143499,0.156571,0.000071
Clay Kaytis,Clay Kaytis,director,8,0,19,0.143499,0.156571,0.000071
Martin Roach,Martin Roach,cast,4,0,20,0.135165,0.145559,0.000017
The Tribe,The Tribe,movie,11,0,23,0.110838,0.117648,0.000211
Fernando Colomo,Fernando Colomo,director,11,0,23,0.110838,0.117648,0.000211
Maribel del Pino,Maribel del Pino,cast,2,0,24,0.09978,0.10451,0
Arlette Torres,Arlette Torres,cast,2,0,24,0.09978,0.10451,0
Marisol Aznar,Marisol Aznar,cast,2,0,24,0.09978,0.10451,0
María José Sarrate,María José Sarrate,cast,2,0,24,0.09978,0.10451,0
Manuel Huedo,Manuel Huedo,cast,2,0,24,0.09978,0.10451,0
Artur Busquets,Artur Busquets,cast,2,0,24,0.09978,0.10451,0
Puppy Star Christmas,Puppy Star Christmas,movie,13,0,20,0.137281,0.149063,0.000057
Robert Vince,Robert Vince,director,47,0,19,0.148996,0.165497,0.001789
Kaitlyn Maher,Kaitlyn Maher,cast,4,0,20,0.129677,0.139899,0
Mackenzie Sol,Mackenzie Sol,cast,3,0,20,0.129676,0.139883,0
Makenzie Moss,Makenzie Moss,cast,8,0,20,0.131163,0.141939,0.000383
David DeLuise,David DeLuise,cast,7,0,20,0.13033,0.1409,0.000045
George Newbern,George Newbern,cast,4,0,20,0.129677,0.139899,0
Reggie De Leon,Reggie De Leon,cast,4,0,20,0.129677,0.139899,0
Oakley Bull,Oakley Bull,cast,2,0,20,0.129676,0.139867,0
Dillon Fontana,Dillon Fontana,cast,2,0,20,0.129676,0.139867,0
vivienne Rutherford,vivienne Rutherford,cast,2,0,20,0.129676,0.139867,0
Tyreese Burnett,Tyreese Burnett,cast,2,0,20,0.129676,0.139867,0
Sabrina,Sabrina,movie,8,0,22,0.105079,0.110876,0
Christian Sugiono,Christian Sugiono,cast,2,0,22,0.105011,0.110549,0
Richelle Georgette Skornicki,Richelle Georgette Skornicki,cast,2,0,22,0.105011,0.110549,0
Rizky Hanggono,Rizky Hanggono,cast,2,0,22,0.105011,0.110549,0
Asri Handayani,Asri Handayani,cast,2,0,22,0.105011,0.110549,0
Target,Target,movie,9,0,23,0.097775,0.102683,0.000015
Raditya Dika,Raditya Dika,cast,22,0,22,0.105241,0.111612,0.000792
Cinta Laura Kiehl,Cinta Laura Kiehl,cast,2,0,23,0.095221,0.0996,0
Samuel Rizal,Samuel Rizal,cast,2,0,23,0.095221,0.0996,0
Willy Dozan,Willy Dozan,cast,2,0,23,0.095221,0.0996,0
Abdur Arsyad,Abdur Arsyad,cast,2,0,23,0.095221,0.0996,0
Hifdzi Khoir,Hifdzi Khoir,cast,2,0,23,0.095221,0.0996,0
Romy Rafael,Romy Rafael,cast,2,0,23,0.095221,0.0996,0
Ria Ricis,Ria Ricis,cast,2,0,23,0.095221,0.0996,0
Trevor Noah: Son of Patricia,Trevor Noah: Son of Patricia,movie,2,0,2,0.75,0.833333,0
David Paul Meyer,David Paul Meyer,director,3,0,1,1,1,0
Trevor Noah,Trevor Noah,cast,3,0,1,1,1,0
The Pixar Story,The Pixar Story,movie,2,0,21,0.126134,0.134611,0
Leslie Iwerks,Leslie Iwerks,director,2,0,21,0.126134,0.134611,0
Cam,Cam,movie,11,0,21,0.130435,0.140091,0.00017
Daniel Goldhaber,Daniel Goldhaber,director,11,0,21,0.130435,0.140091,0.00017
Madeline Brewer,Madeline Brewer,cast,2,0,22,0.115386,0.121858,0
Patch Darragh,Patch Darragh,cast,2,0,22,0.115386,0.121858,0
Devin Druid,Devin Druid,cast,2,0,22,0.115386,0.121858,0
Imani Hakim,Imani Hakim,cast,4,0,22,0.124215,0.13299,0.000029
Michael Dempsey,Michael Dempsey,cast,2,0,22,0.115386,0.121858,0
Flora Diaz,Flora Diaz,cast,4,0,22,0.126723,0.135742,0.000036
Samantha Robinson,Samantha Robinson,cast,2,0,22,0.115386,0.121858,0
Jessica Parker Kennedy,Jessica Parker Kennedy,cast,4,0,20,0.137807,0.149005,0.000112
Quei Tann,Quei Tann,cast,2,0,22,0.115386,0.121858,0
Nothing to Hide,Nothing to Hide,movie,9,0,19,0.122132,0.129881,0.000368
Fred Cavayé,Fred Cavayé,director,9,0,19,0.122132,0.129881,0.000368
Suzanne Clément,Suzanne Clément,cast,4,0,20,0.125983,0.134867,0.000198
Stéphane De Groodt,Stéphane De Groodt,cast,2,0,20,0.10884,0.114155,0
Vincent Elbaz,Vincent Elbaz,cast,6,0,20,0.114865,0.121663,0.000084
Grégory Gadebois,Grégory Gadebois,cast,4,0,18,0.120805,0.128087,0.000078
Doria Tillier,Doria Tillier,cast,2,0,20,0.10884,0.114155,0
Fleur Fitoussi,Fleur Fitoussi,cast,2,0,20,0.10884,0.114155,0
The Ballad of Buster Scruggs,The Ballad of Buster Scruggs,movie,8,0,19,0.160528,0.178114,0.000127
Zoe Kazan,Zoe Kazan,cast,7,0,20,0.148129,0.162093,0.000235
Aalorukkam,Aalorukkam,movie,9,0,25,0.08594,0.090273,0.000178
V C Abhilash,V C Abhilash,director,9,0,25,0.08594,0.090273,0.000178
Indrans,Indrans,cast,12,0,24,0.094016,0.09986,0.000774
Sreekanth Menon,Sreekanth Menon,cast,2,0,26,0.079139,0.082359,0
Vishnu Agasthya,Vishnu Agasthya,cast,2,0,26,0.079139,0.082359,0
Aliyar,Aliyar,cast,2,0,26,0.079139,0.082359,0
Seethabaala,Seethabaala,cast,2,0,26,0.079139,0.082359,0
Shaji John,Shaji John,cast,2,0,26,0.079139,0.082359,0
Sajith Nampiyar,Sajith Nampiyar,cast,2,0,26,0.079139,0.082359,0
Benny Vadakkan,Benny Vadakkan,cast,2,0,26,0.079139,0.082359,0
Christmas Wedding Planner,Christmas Wedding Planner,movie,3,0,19,0.127938,0.137193,0.000004
Stephen Huszar,Stephen Huszar,cast,2,0,20,0.12159,0.129495,0
Kelly Rutherford,Kelly Rutherford,cast,4,0,18,0.140233,0.152775,0.000402
Halkaa,Halkaa,movie,8,0,22,0.121406,0.134649,0.000055
Nila Madhab Panda,Nila Madhab Panda,director,23,0,21,0.124586,0.139581,0.000552
Tathastu,Tathastu,cast,2,0,22,0.110784,0.12043,0
Aryan Preet,Aryan Preet,cast,2,0,22,0.110784,0.12043,0
Devender Chaudhary,Devender Chaudhary,cast,2,0,22,0.110784,0.12043,0
Shrikant Verma,Shrikant Verma,cast,2,0,22,0.110784,0.12043,0
May the Devil Take You,May the Devil Take You,movie,11,0,21,0.117306,0.125176,0.000003
Timo Tjahjanto,Timo Tjahjanto,director,27,0,20,0.132633,0.143672,0.007138
Pevita Pearce,Pevita Pearce,cast,12,0,21,0.117434,0.12556,0.001783
Samo Rafael,Samo Rafael,cast,2,0,21,0.117103,0.124221,0
Ray Sahetapy,Ray Sahetapy,cast,2,0,21,0.117103,0.124221,0
Ruth Marini,Ruth Marini,cast,2,0,21,0.117103,0.124221,0
Hadijah Shahab,Hadijah Shahab,cast,2,0,21,0.117103,0.124221,0
Nicole Rossi,Nicole Rossi,cast,2,0,21,0.117103,0.124221,0
Odu Raja Odu,Odu Raja Odu,movie,10,0,21,0.120356,0.130281,0.000567
Nishanth Ravindaran,Nishanth Ravindaran,director,9,0,21,0.120356,0.130265,0.000567
Jathin Sanker Raj,Jathin Sanker Raj,director,9,0,21,0.120356,0.130265,0.000567
Anand Sami,Anand Sami,cast,5,0,22,0.107625,0.114535,0.000365
Lakshmi Priyaa Chandramouli,Lakshmi Priyaa Chandramouli,cast,5,0,22,0.107431,0.114241,0.000254
Ashiqa Salvan,Ashiqa Salvan,cast,3,0,22,0.107428,0.114175,0
Abishek K.S.,Abishek K.S.,cast,3,0,22,0.107428,0.114175,0
Venkatesh Harinathan,Venkatesh Harinathan,cast,3,0,22,0.107428,0.114175,0
Savita Damodar Paranjpe,Savita Damodar Paranjpe,movie,9,0,23,0.100077,0.107338,0.000178
Swapna Waghmare Joshi,Swapna Waghmare Joshi,director,9,0,23,0.100077,0.107338,0.000178
Trupti Toradmal,Trupti Toradmal,cast,2,0,24,0.090973,0.096162,0
Rakesh Bapat,Rakesh Bapat,cast,2,0,24,0.090973,0.096162,0
Pallavi Patil,Pallavi Patil,cast,2,0,24,0.090973,0.096162,0
Angad Mhaskar,Angad Mhaskar,cast,2,0,24,0.090973,0.096162,0
Hemangi Kavi,Hemangi Kavi,cast,2,0,24,0.090973,0.096162,0
Savita Prabhune,Savita Prabhune,cast,2,0,24,0.090973,0.096162,0
Sandeep Avchat,Sandeep Avchat,cast,2,0,24,0.090973,0.096162,0
The Giant,The Giant,movie,8,0,24,0.096925,0.102028,0.000002
Joseba Usabiaga,Joseba Usabiaga,cast,3,0,24,0.096232,0.101063,0
Eneko Sagardoy,Eneko Sagardoy,cast,5,0,23,0.101087,0.106362,0.000026
Ramón Aguirre,Ramón Aguirre,cast,3,0,24,0.096232,0.101063,0
Aia Kruse,Aia Kruse,cast,3,0,24,0.096232,0.101063,0
Iñigo Azpitarte,Iñigo Azpitarte,cast,3,0,24,0.096232,0.101063,0
BuyBust,BuyBust,movie,11,0,23,0.089251,0.094485,0.000178
Erik Matti,Erik Matti,director,11,0,23,0.089251,0.094485,0.000178
Brandon Vera,Brandon Vera,cast,2,0,24,0.081938,0.08564,0
Victor Neri,Victor Neri,cast,2,0,24,0.081938,0.08564,0
Arjo Atayde,Arjo Atayde,cast,2,0,24,0.081938,0.08564,0
Levi Ignacio,Levi Ignacio,cast,2,0,24,0.081938,0.08564,0
Alex Calleja,Alex Calleja,cast,2,0,24,0.081938,0.08564,0
Lao Rodriguez,Lao Rodriguez,cast,2,0,24,0.081938,0.08564,0
Ricky Pascua,Ricky Pascua,cast,2,0,24,0.081938,0.08564,0
Loudon Wainwright III: Surviving Twin,Loudon Wainwright III: Surviving Twin,movie,2,0,20,0.133429,0.144402,0
Loudon Wainwright III,Loudon Wainwright III,cast,2,0,20,0.133429,0.144402,0
"All's Well, End's Well (2009)","All's Well, End's Well (2009)",movie,10,0,23,0.107626,0.113839,0.000104
Sandra Ng Kwan Yue,Sandra Ng Kwan Yue,cast,2,0,23,0.100757,0.105412,0
Raymond Wong,Raymond Wong,cast,2,0,23,0.100757,0.105412,0
Ronald Cheng,Ronald Cheng,cast,2,0,23,0.100757,0.105412,0
Yao Chen,Yao Chen,cast,2,0,23,0.100757,0.105412,0
Heung Kam Lee,Heung Kam Lee,cast,2,0,23,0.100757,0.105412,0
Chun Chau Ha,Chun Chau Ha,cast,2,0,23,0.100757,0.105412,0
Miki Shum,Miki Shum,cast,2,0,23,0.100757,0.105412,0
Lommbock,Lommbock,movie,11,0,21,0.118734,0.125863,0.000173
Christian Zübert,Christian Zübert,director,11,0,21,0.118734,0.125863,0.000173
Lucas Gregorowicz,Lucas Gregorowicz,cast,2,0,22,0.106133,0.111075,0
Moritz Bleibtreu,Moritz Bleibtreu,cast,4,0,20,0.119706,0.126434,0.000084
Louis Hofmann,Louis Hofmann,cast,2,0,22,0.106133,0.111075,0
Alexandra Neldel,Alexandra Neldel,cast,2,0,22,0.106133,0.111075,0
Melanie Winigir,Melanie Winigir,cast,2,0,22,0.106133,0.111075,0
Mavie Hörbiger,Mavie Hörbiger,cast,4,0,22,0.113191,0.119198,0.00004
Dar Salim,Dar Salim,cast,2,0,22,0.106133,0.111075,0
Elmar Wepper,Elmar Wepper,cast,2,0,22,0.106133,0.111075,0
Outlaw King,Outlaw King,movie,10,0,19,0.150137,0.162405,0.000562
David Mackenzie,David Mackenzie,director,31,0,19,0.155213,0.170378,0.003204
Florence Pugh,Florence Pugh,cast,4,0,20,0.134469,0.143879,0.000022
Billy Howle,Billy Howle,cast,2,0,20,0.13436,0.14363,0
Tony Curran,Tony Curran,cast,4,0,20,0.134489,0.143895,0.000094
Callan Mulvey,Callan Mulvey,cast,8,0,20,0.13991,0.15146,0.00035
Bucket List,Bucket List,movie,9,0,21,0.121578,0.133895,0.000085
Tejas Prabha Vijay Deoskar,Tejas Prabha Vijay Deoskar,director,9,0,21,0.121578,0.133895,0.000085
Pradeep Velankar,Pradeep Velankar,cast,2,0,22,0.1084,0.116548,0
Shubha Khote,Shubha Khote,cast,12,0,20,0.132464,0.145973,0.000391
Resham Tipnis,Resham Tipnis,cast,2,0,22,0.1084,0.116548,0
Ana e Vitória,Ana e Vitória,movie,12,0,23,0.088972,0.092776,0.000254
Matheus Souza,Matheus Souza,director,12,0,23,0.088972,0.092776,0.000254
Ana Caetano,Ana Caetano,cast,2,0,24,0.081703,0.084489,0
Vitória Falcão,Vitória Falcão,cast,2,0,24,0.081703,0.084489,0
Clarissa Müller,Clarissa Müller,cast,2,0,24,0.081703,0.084489,0
Bruce Gomlevsky,Bruce Gomlevsky,cast,2,0,24,0.081703,0.084489,0
Caique Nogueira,Caique Nogueira,cast,2,0,24,0.081703,0.084489,0
Érika Mader,Érika Mader,cast,2,0,24,0.081703,0.084489,0
Victor Lamoglia,Victor Lamoglia,cast,2,0,24,0.081703,0.084489,0
Gabriela Nunes,Gabriela Nunes,cast,2,0,24,0.081703,0.084489,0
Bryan Ruffo,Bryan Ruffo,cast,2,0,24,0.081703,0.084489,0
Hamilton Dias,Hamilton Dias,cast,2,0,24,0.081703,0.084489,0
The Holiday Calendar,The Holiday Calendar,movie,11,0,19,0.133456,0.144548,0.000194
Bradley Walsh,Bradley Walsh,director,11,0,19,0.133456,0.144548,0.000194
Quincy Brown,Quincy Brown,cast,2,0,20,0.117744,0.125101,0
Ron Cephas Jones,Ron Cephas Jones,cast,2,0,20,0.117744,0.125101,0
Genelle Williams,Genelle Williams,cast,2,0,20,0.117744,0.125101,0
Ali Hassan,Ali Hassan,cast,2,0,20,0.117744,0.125101,0
Rodrigo Fernandez-Stoll,Rodrigo Fernandez-Stoll,cast,2,0,20,0.117744,0.125101,0
Laura de Carteret,Laura de Carteret,cast,6,0,20,0.141129,0.152969,0.000531
Kevin Hanchard,Kevin Hanchard,cast,2,0,20,0.117744,0.125101,0
Romaine Waite,Romaine Waite,cast,2,0,20,0.117744,0.125101,0
The Other Side of the Wind,The Other Side of the Wind,movie,12,0,21,0.112906,0.119233,0.000014
Orson Welles,Orson Welles,cast,14,0,20,0.125508,0.134156,0.00056
John Huston,John Huston,director,6,0,21,0.123654,0.131528,0.000146
Oja Kodar,Oja Kodar,cast,2,0,21,0.111513,0.117383,0
Peter Bogdanovich,Peter Bogdanovich,cast,2,0,21,0.111513,0.117383,0
Susan Strasberg,Susan Strasberg,cast,2,0,21,0.111513,0.117383,0
Robert Random,Robert Random,cast,2,0,21,0.111513,0.117383,0
Lilli Palmer,Lilli Palmer,cast,2,0,21,0.111513,0.117383,0
Norman Foster,Norman Foster,cast,2,0,21,0.111513,0.117383,0
Edmond O'Brien,Edmond O'Brien,cast,2,0,21,0.111513,0.117383,0
Mercedes McCambridge,Mercedes McCambridge,cast,2,0,21,0.111513,0.117383,0
Cameron Mitchell,Cameron Mitchell,cast,2,0,21,0.111513,0.117383,0
Paul Stewart,Paul Stewart,cast,2,0,21,0.111513,0.117383,0
They’ll Love Me When I’m Dead,They’ll Love Me When I’m Dead,movie,3,0,19,0.141286,0.153026,0.000248
Morgan Neville,Morgan Neville,director,20,0,19,0.142738,0.155472,0.00114
Aagey Se Right,Aagey Se Right,movie,7,0,21,0.124996,0.138351,0.000038
Indrajit Nattoji,Indrajit Nattoji,director,7,0,21,0.124996,0.138351,0.000038
Sanjay Sharma,Sanjay Sharma,cast,2,0,22,0.111108,0.119863,0
Aamir,Aamir,movie,7,0,22,0.116921,0.128357,0.000017
Raj Kumar Gupta,Raj Kumar Gupta,director,22,0,21,0.12557,0.140207,0.0004
Jhilmil Hazrika,Jhilmil Hazrika,cast,2,0,22,0.111562,0.12097,0
Gazala Amin,Gazala Amin,cast,2,0,22,0.111562,0.12097,0
Allauddin Khan,Allauddin Khan,cast,2,0,22,0.111562,0.12097,0
ABCD 2,ABCD 2,movie,9,0,20,0.132307,0.144701,0.000049
Remo D'Souza,Remo D'Souza,director,21,0,19,0.140103,0.154561,0.002521
Lauren Gottlieb,Lauren Gottlieb,cast,5,0,20,0.123374,0.133309,0.000033
Sushant Pujari,Sushant Pujari,cast,2,0,20,0.122887,0.132023,0
Punit Pathak,Punit Pathak,cast,3,0,20,0.122887,0.132039,0
Dharmesh Yelande,Dharmesh Yelande,cast,3,0,20,0.122887,0.132039,0
Raghav Juyal,Raghav Juyal,cast,2,0,20,0.122887,0.132023,0
ABCD: Any Body Can Dance,ABCD: Any Body Can Dance,movie,9,0,20,0.128402,0.141205,0.000028
Ganesh Acharya,Ganesh Acharya,cast,2,0,20,0.122887,0.132023,0
Salman,Salman,cast,2,0,20,0.122887,0.132023,0
Noorin Sha,Noorin Sha,cast,2,0,20,0.122887,0.132023,0
Arjun: The Warrior Prince,Arjun: The Warrior Prince,movie,9,0,21,0.122198,0.133885,0.000111
Arnab Chaudhuri,Arnab Chaudhuri,director,9,0,21,0.122198,0.133885,0.000111
Yudhveer Bakoliya,Yudhveer Bakoliya,cast,2,0,22,0.108893,0.116695,0
Ashok Banthia,Ashok Banthia,cast,4,0,22,0.113771,0.123266,0.000005
Ravi Khanwilkar,Ravi Khanwilkar,cast,2,0,22,0.108893,0.116695,0
Vijay Kashyap,Vijay Kashyap,cast,2,0,22,0.108893,0.116695,0
Hemanth Mahaur,Hemanth Mahaur,cast,2,0,22,0.108893,0.116695,0
Asees,Asees,movie,8,0,23,0.105525,0.113845,0.000017
Rana Ranbir,Rana Ranbir,cast,16,0,22,0.112468,0.123092,0.000258
Neha Pawar,Neha Pawar,cast,2,0,23,0.101099,0.108285,0
Kuljinder Sidhu,Kuljinder Sidhu,cast,2,0,23,0.101099,0.108285,0
Pardeep Sran,Pardeep Sran,cast,2,0,23,0.101099,0.108285,0
Seema Kaushal,Seema Kaushal,cast,8,0,22,0.117025,0.127666,0.000089
Rajvir Boparai,Rajvir Boparai,cast,2,0,23,0.101099,0.108285,0
Barfi!,Barfi!,movie,10,0,21,0.142331,0.157853,0.000507
Ileana D'Cruz,Ileana D'Cruz,cast,8,0,22,0.130085,0.145503,0.000044
Rupa Ganguly,Rupa Ganguly,cast,2,0,22,0.125983,0.137668,0
Bholaraj Sapkota,Bholaraj Sapkota,cast,2,0,22,0.125983,0.137668,0
Haradhan Bannerjee,Haradhan Bannerjee,cast,2,0,22,0.125983,0.137668,0
Chance Pe Dance,Chance Pe Dance,movie,9,0,21,0.123434,0.136798,0.000032
Vikas Bhalla,Vikas Bhalla,cast,2,0,22,0.111128,0.120948,0
Zain Khan,Zain Khan,cast,2,0,22,0.111128,0.120948,0
Christmas With A View,Christmas With A View,movie,7,0,20,0.136254,0.14698,0.000342
Scott Cavalheiro,Scott Cavalheiro,cast,2,0,20,0.12159,0.129495,0
Patrick Duffy,Patrick Duffy,cast,2,0,20,0.12159,0.129495,0
Jess Walton,Jess Walton,cast,2,0,20,0.12159,0.129495,0
Chup Chup Ke,Chup Chup Ke,movie,10,0,21,0.142115,0.16005,0.000252
Priyadarshan,Priyadarshan,director,42,0,21,0.144602,0.165059,0.003008
Kookie V. Gulati,Kookie V. Gulati,director,9,0,21,0.140801,0.158165,0.000252
Dhan Dhana Dhan Goal,Dhan Dhana Dhan Goal,movie,10,0,21,0.125577,0.140474,0.000073
Vivek Agnihotri,Vivek Agnihotri,director,10,0,21,0.125577,0.140474,0.000073
Gilbert Montoya,Gilbert Montoya,cast,2,0,22,0.111568,0.121189,0
